상가업소번호,법정동코드,지번본번지,지번부번지,상호명,지점명,상권_코드,균등분배_전용면적,리뷰수,별점,카페_추정매출
MA010120220810268612,1114010500,199.0,40.0,이디야커피명동,중앙점,3001492,893.6705956503766,57.0,4.35,1736745796.2342355
MA0101202411A0095866,1114010500,199.0,40.0,메가엠지씨커피명동아르누보,센텀점,3001492,893.6705956503766,0.0,3.4,1400454549.9548683
MA0106202201A2165510,1168010800,247.0,11.0,키커피컴퍼니,,3120196,211.21364976506297,0.0,4.48,87657407.67874193
MA010120220811989227,1114015500,278.0,,커피사,,3120031,156.46882962461635,903.0,4.305,657815570.5339148
MA010120220810135299,1141010500,23.0,,바이트앤십,,3120001,166.04428897115454,100.0,4.3,294500935.8250499
MA010120220808377358,1171011100,168.0,6.0,피어_오르다Piea_Oleuda,,3111019,233.83521717131518,0.0,5.0,40006172.695954755
MA010120220812514364,1171011200,145.0,4.0,제이에스홀딩,,3111038,171.50559131364508,0.0,,204535811.14134255
MA0101202406A0168967,1174010900,55.0,48.0,봉명동내커피강동,천호점,3111072,273.5511434477235,9.0,3.7,53868703.08418549
MA010120220803980309,1130510300,191.0,38.0,노란코끼리,수유점,3120076,319.8748499806462,223.0,4.23,245197883.73682556
MA010120220803974343,1130510100,164.0,13.0,드롭바이드롭,,3110369,94.26964549599668,95.0,4.3100000000000005,19993999.557866383
MA0106202403A1648898,1150010100,273.0,3.0,오늘;한과,,3120112,79.47873591069849,0.0,,96429296.17500827
MA010120220813396182,1120011500,271.0,24.0,아쿠아산타성수카페,,3110136,209.20904715191347,0.0,4.86,34704657.10062111
MA010120220810431803,1120011500,271.0,24.0,러프러프,,3110136,209.20904715191347,0.0,,34704657.10062111
MA0101202308A0015437,1153010200,110.0,5.0,메가엠지씨커피구로거리공원점,,3110713,542.8156119760756,0.0,2.3,14375539.243907455
MA010120220800835864,1153010200,110.0,5.0,이디야커피구로거리공원점,,3110713,542.8156119760756,0.0,2.3,14375539.243907455
MA010120220808366345,1168010500,35.0,19.0,에이밤커피,,3120207,130.69836908339417,616.0,4.4,432623665.3683796
MA010120220801040226,1168010600,923.0,,커피볶는곰,,3120212,157.52044036230964,211.0,4.51,431360452.2733673
MA010120220810393715,1121510700,5.0,32.0,아르무아,,3120053,70.84528419472434,1549.0,3.8,1477509792.7916398
MA010120220813241773,1171010400,54.0,,허밍비,,3111013,127.67919917933189,0.0,,50120218.345462896
MA010120220806549195,1129012000,131.0,,아뜰리에렌토,,3110301,61.43299011856859,0.0,3.7,5763841.284344416
MA0101202311A0073037,1114012100,53.0,11.0,지모닝,,3110040,87.51467538890593,0.0,,134112952.37887736
MA0101202302A0045189,1138010600,241.0,,커피에반하다,,3110481,163.8452251101095,22.0,5.0,62674645.62081097
MA010120220802242902,1144012400,223.0,93.0,벌스데이투미,,3110562,71.13962684567942,384.0,4.48,88475136.71316366
MA0101202311A0077634,1156011000,14.0,21.0,트러스트커피국회의,사당점,3120148,601.6894163546121,44.0,5.0,145096626.09954625
MA010120220800917921,1156011000,14.0,21.0,커피온리서,여의도점,3120148,601.6894163546121,0.0,4.0,77510183.29758728
MA010120220804720615,1156011000,14.0,21.0,에스프레소랩,,3120148,601.6894163546121,0.0,,77510183.29758728
MA010120220803785063,1156011000,14.0,21.0,원바이트,,3120148,601.6894163546121,50.0,3.8200000000000003,154312959.20890427
MA0101202302A0040514,1156011000,14.0,21.0,더벤티국회대로점,,3120148,601.6894163546121,15.0,3.5,100551016.07098238
MA010120220808318246,1156011000,14.0,21.0,월간커피,,3120148,601.6894163546121,107.0,4.234999999999999,241868123.74780566
MA0101202406A0194872,1156011000,14.0,21.0,커피사피엔스여의도국회대로점,,3120148,601.6894163546121,24.0,5.0,114375515.73501945
MA010120220811698410,1156011000,14.0,21.0,남대문커피,,3120148,601.6894163546121,128.0,4.45,274125289.6305588
MA0101202406A0500694,1171010400,58.0,15.0,메가엠지씨커피송리단길점,,3111013,181.27124770413985,69.0,5.0,73327029.30994855
MA010120220800014949,1111014300,50.0,,문화공간아리랑,,3120005,454.6904813799661,16.0,3.7,276367818.14461553
MA010120220804365347,1135010500,430.0,4.0,커피블러썸,,3110425,139.84434283927143,62.0,4.3,35644476.6799305
MA0106202408A0426240,1135010200,465.0,11.0,매머드익스프레스광운대,정문점,3110420,125.34866011691074,2.0,4.0,78685197.92145239
MA0101202411A0022917,1129012200,130.0,,카인드스타인성,,3110304,104.73355474190437,0.0,,31751479.02711324
MA0101202406A0157538,1123010500,276.0,4.0,커피드림즈CoffeeDream's,,3110212,154.33786423720065,0.0,,56238994.28762754
MA010120220813262707,1120011500,280.0,14.0,아재커피성수2가점,,3110137,477.7680490603189,5.0,4.0,157148506.73062333
MA010120220804446621,1168010700,524.0,,르브런쉭,,3120186,54.624098811544826,1340.0,4.08,524933412.89549005
MA010120220800300851,1168010700,524.0,,빈터커피로스터스,,3120186,54.624098811544826,0.0,,27697493.52379078
MA0101202311A0072274,1168010700,524.0,,카페트리타,,3120186,54.624098811544826,321.0,3.9,146811471.2240262
MA0101202406A0517312,1168010700,524.0,,바른간식카페,,3120186,54.624098811544826,0.0,,27697493.52379078
MA0106202208A1177152,1171010500,255.0,1.0,투썸플레이스송파,헬리오시티점,3130312,392.4207476941474,41.0,3.6,4068994.0244321246
MA0101202409A0011569,1156011000,34.0,2.0,이화에월백하고,,3120149,490.72748547105857,0.0,,138163818.8057253
MA010120220813047993,1156011000,34.0,2.0,칠분의오커피,,3120149,490.72748547105857,0.0,,138163818.8057253
MA0101202305A0034313,1168010500,157.0,16.0,더치앤빈,삼성점,3120215,344.19766178111547,12.0,4.585,232664546.77984616
MA010120220813093243,1135010400,170.0,44.0,메가엠지씨커피노원을지,병원점,3110432,85.21213910838252,0.0,4.5,2268880.7589511927
MA0101202406A0021400,1171010400,14.0,3.0,포인테커피,,3120228,158.86378013230092,0.0,,169042193.0873247
MA0101202306A0060266,1168010800,83.0,20.0,연두파트너스,,3120196,252.92189669536896,0.0,,94356047.09421358
MA0101202301A0053239,1154510300,998.0,6.0,프롬미애,,3110731,289.8876247304642,11.0,5.0,51466622.84922701
MA010120220811125260,1154510300,998.0,6.0,매머드익스프레스시흥대교점,,3110731,289.8876247304642,0.0,,43463937.1477115
MA0101202409A0138156,1153010200,151.0,,두리안디저트카페,,3110720,150.50633767238787,169.0,4.34,125083897.70392573
MA0101202209A0101282,1162010100,1634.0,10.0,커피집,,3130295,101.9112724914496,260.0,3.945,127811224.44706543
MA0101202210A0068892,1154510200,298.0,9.0,커피에반하다시흥,독산점,3120132,199.33163515918,14.0,4.0,94238761.63741627
MA0101202409A0175666,1162010100,1613.0,14.0,유코,,3110895,112.64110660637927,103.0,4.6,27920141.938778512
MA010120220814167083,1162010200,1484.0,5.0,커피브라운,,3110856,104.25514744966566,109.0,4.135,55684604.11662472
MA010120220800214299,1144012000,468.0,31.0,아지트,,3110554,138.02530472312006,156.0,4.255,42637455.417856336
MA010120220803634678,1126010600,273.0,15.0,엔오투,,3110276,142.31386448059268,0.0,,
MA010120220804025317,1165010200,333.0,15.0,유남생,,3120182,165.52670015088347,22.0,4.915,179767623.47167036
MA0101202406A0369221,1168010600,1022.0,3.0,컴포즈커피대치학원가,중앙점,3120219,204.12082329044713,7.0,3.5,124819341.25337407
MA010120220813841797,1111012200,70.0,,루프트커피,광화문,3120006,286.9718951833635,80.0,2.6,390015971.687743
MA0101202311A0037442,1111012200,70.0,,볼디스커피,,3120006,286.9718951833635,0.0,,319689082.8505086
MA0101202307A0053966,1111012200,70.0,,카페아이엠티종로그랑서울점,,3120006,286.9718951833635,0.0,3.2,319689082.8505086
MA010120220812479655,1111012200,119.0,1.0,에슬로우,종각점,3120006,286.9718951833635,24.0,4.09,340787149.5016789
MA010120220803813487,1111012200,70.0,,공차,,3120006,286.9718951833635,23.0,3.59,339908063.3912134
MA010120220813632792,1144010400,203.0,8.0,카페루엘,,3130195,39.42455282085065,53.0,5.0,168488268.9762293
MA010120220809635256,1174010900,354.0,5.0,카페프루스트,,3111049,252.9676972470785,0.0,4.33,121824077.56426898
MA010120220801838142,1138010700,110.0,9.0,공차은평,응암점,3120091,514.419835949543,36.0,4.545,72203796.03731166
MA010120220800601088,1138010700,110.0,9.0,아로이,,3120091,514.419835949543,69.0,4.3,90829177.44272418
MA010120220805479208,1162010100,873.0,30.0,토프레소서울대,입구점,3110892,162.04836899499097,13.0,4.55,10148496.482695809
MA0101202301A0084363,1111016200,173.0,12.0,더쌍화커피서울시점,,3120014,88.4704482731957,37.0,4.8,140113484.80663455
MA0101202305A0107329,1171010700,17.0,4.0,가락커피,,3120239,317.1570592419265,85.0,3.7,106934950.9197456
MA0106202406A2464907,1144012700,1597.0,,스타벅스,상암사보이시티,3120098,420.4572278682887,116.0,3.99,163676257.51900688
MA010120220807092513,1144012700,1597.0,,매머드익스프레스상암사보이시티점,,3120098,420.4572278682887,30.0,4.06,86070790.01153965
MA0101202406A0308839,1144012700,1597.0,,카페우드진상암,1호점,3120098,420.4572278682887,0.0,,58999115.299632475
MA0101202210A0095727,1144012700,1597.0,,커스텀커피,상암점,3120098,420.4572278682887,66.0,4.0,118556799.66582824
MA010120220812417710,1144012700,1597.0,,더치앤빈,,3120098,420.4572278682887,11.0,4.635,68925396.02733177
MA010120220811683028,1144012700,1597.0,,만랩커피상암사보이시티디엠씨점,,3120098,420.4572278682887,0.0,4.48,58999115.299632475
MA010120220803119093,1144012700,1597.0,,커피기업상암사보이점,,3120098,420.4572278682887,0.0,4.5,58999115.299632475
MA010120220807209028,1144012700,1597.0,,도프커피,,3120098,420.4572278682887,554.0,4.6899999999999995,558922708.3128514
MA0101202306A0109774,1144012700,1597.0,,고망고,상암점,3120098,420.4572278682887,15.0,3.9,72534952.65558605
MA010120220812507366,1144012700,1597.0,,메가MGC커피상암사보이시티점,,3120098,420.4572278682887,21.0,4.8,77949287.5979675
MA0101202409A0230129,1123010200,119.0,19.0,모리커피어반,용두점,3110187,635.1561994759287,6.0,5.0,37117569.499798894
MA010120220807023431,1111015700,28.0,26.0,비주거용 건물 임대업,,3120011,431.9056077347089,0.0,,72472797.81651375
MA010120220812764150,1120011500,333.0,97.0,새들러하우스SADDLERHAUS,,3110128,131.23966688168562,0.0,4.55,8354044.75251348
MA010120220800241217,1144011500,330.0,12.0,문화지형연구소씨티알제비주,,3120105,56.071797150547525,0.0,,93305675.4164753
MA0101202411A0011027,1162010100,971.0,1.0,루나스테이션,신림점,3110873,223.96116513013177,0.0,,8751843.271448294
MA010120220800830067,1162010100,971.0,1.0,커피에반하다당곡,사거리점,3110873,223.96116513013177,14.0,4.4350000000000005,10982203.888306756
MA0101202406A0232557,1111017100,187.0,,이띵룸,,3120012,74.9379733793162,104.0,4.0,297139276.83309627
MA0101202406A0509144,1147010100,1013.0,4.0,커피안주,,3120109,294.95013948732054,0.0,,55728583.370923914
MA010120220804196840,1165010800,1510.0,1.0,고품격커피공장,,3110925,230.24854427508433,34.0,4.3,137790158.55886036
MA010120220809696080,1144012100,163.0,1.0,흑화당홍대,2호점,3130191,54.21622188939164,47.0,1.7,145254552.6803148
MA010120220804322603,1150010300,158.0,19.0,커피브레이크,,3110668,168.25907297506097,0.0,,8175131.802848071
MA010120220804687693,1144012300,385.0,39.0,페트롤플레이스,,3120100,80.71144439307729,297.0,4.545,209674604.40853024
MA0106202208A0036995,1162010300,1060.0,11.0,메가엠지씨커피,사당역점,3120160,137.05528930201606,34.0,3.525,131822429.70812686
MA010120220809231478,1111016900,163.0,30.0,카페다오,,3120012,195.61788938227008,707.0,4.42,612748739.5216603
MA010120220809273344,1144012700,1287.0,,커피나라,,3130183,58.78762761921856,21.0,4.0,89813074.55382791
MA010120220812775239,1165010800,1357.0,6.0,아모레퍼시픽강남제일특약점,,3120192,178.72635522680505,0.0,,157231649.06634665
MA010120220800351084,1156011000,13.0,31.0,오가닉,,3120148,601.6894163546121,143.0,4.2,571874051.2748777
MA010120220813365372,1156011000,13.0,31.0,롤피,,3120148,601.6894163546121,62.0,4.0,447453554.29854417
MA010120220800599218,1141011600,29.0,16.0,작은카페,,3120094,66.28880405494466,105.0,4.4,307046844.8357849
MA010120220813896723,1168010100,836.0,1.0,금성커피천랑커피,,3120192,116.93666419372849,0.0,4.5,144468493.10180834
MA0101202310A0022157,1171010600,163.0,,21세기복덕방,,3111007,124.56918425023888,0.0,,10799057.408714453
MA010120220812289674,1123010800,45.0,100.0,벤첸트,,3110205,139.44655971182718,203.0,4.3,37912017.96594488
MA010120220810484930,1120011500,314.0,6.0,컴포즈커피,성수역점,3120052,1423.2204980812367,21.0,2.7,202917745.32932967
MA010120220812371294,1165010200,334.0,3.0,카페인중독,양재점,3110942,93.62246693285184,16.0,4.6,44307344.69840152
MA010120220806933476,1123011000,264.0,363.0,헬로펠라스,,3110214,128.0731997524971,27.0,4.495,149246222.8263573
MA010120220810291037,1132010700,581.0,20.0,나이브커피,,3110399,79.92723179417148,0.0,4.79,14728577.209798729
MA010120220809601846,1144012300,415.0,53.0,올웨이즈어거스트,,3110544,99.88114718408187,1153.0,4.625,145296250.76641077
MA010120220810537314,1111013800,84.0,1.0,설빙,종각점,3120006,92.55767951397537,225.0,3.315,283148089.2234335
MA010120220811788229,1111013800,84.0,1.0,더연카페,,3120006,92.55767951397537,59.0,3.8449999999999998,137219794.88617206
MA010120220814096397,1121510500,681.0,15.0,이디야커피자양동점,,3110169,290.6269857617158,14.0,4.355,93333387.34810548
MA010120220804954546,1114013200,32.0,16.0,섬광,,3120034,52.641823819487456,1635.0,3.9000000000000004,34900858.04824089
MA010120220812307611,1114013200,32.0,16.0,원형들,,3120034,52.641823819487456,1149.0,4.065,26232339.92571303
MA0101202310A0046646,1162010100,738.0,183.0,에그카페24,,3110900,148.75178585465028,3.0,2.0,79557865.20798591
MA010120220800365413,1156012000,45.0,1.0,진솔커피숍,,3110759,127.04601202067944,7.0,4.3,42270468.681983896
MA010120220811812015,1171011200,42.0,9.0,지베르니,,3111030,200.7545571878161,24.0,4.695,66677713.99959824
MA0101202309A0025095,1138010900,344.0,4.0,딜라잇,,3110446,78.01460871894056,0.0,,7823794.567466221
MA0101202311A0060861,1135010500,593.0,1.0,빽다방노원역,북부점,3120081,318.69983815056094,56.0,4.29,222185482.13265905
MA010120220800986785,1162010200,587.0,122.0,이디야신림,미성점,3110863,218.55924096016815,91.0,3.2,120566414.79652213
MA010120220807175334,1147010100,994.0,1.0,디폴트커피라이트,,3120110,96.02429106524653,4.0,2.72,47659765.22595419
MA0101202311A0019093,1174010500,343.0,1.0,더블버터,,3111078,306.6202633683297,95.0,5.0,77575867.79296511
MA0101202411A0087123,1114013800,70.0,5.0,기브온커피바,,3120032,110.85715295973304,69.0,5.0,189511650.89808238
MA0101202301A0109397,1162010100,1675.0,10.0,위베이브,,3110897,143.72869736706164,541.0,4.2,687645.9365965301
MA0101202409A0007579,1126010100,183.0,37.0,이디야중랑교차로점,,3110246,83.09984067407413,19.0,4.615,64638874.147013776
MA0101202303A0020196,1135010500,966.0,1.0,메가엠지씨커피상계수락점,,3110416,428.0811190080042,0.0,2.2,9882550.32
MA010120220813154593,1171010800,651.0,4.0,델커피,,3120235,,0.0,,51000559.04866664
MA010120220813479295,1150010500,773.0,2.0,카페인중독,마곡점,3120118,,0.0,,
MA0106202406A2465062,1150010500,773.0,2.0,스타벅스,마곡GMG,3120118,,110.0,4.29,
MA010120220806510229,1150010500,773.0,2.0,빽다방-마곡역GMG점,,3120118,,33.0,3.225,
MA0101202406A0485481,1150010500,773.0,2.0,메가엠지씨커피마곡GMG,타워점,3120118,,0.0,4.0,
MA0101202307A0016321,1117012400,257.0,11.0,크림즈,,3120044,79.06270487187882,351.0,3.9,38382861.02081846
MA010120220804053299,1111012800,118.0,17.0,유담,,3120008,275.5160201756673,6.0,3.675,193822263.46345034
MA010120220810284288,1129013700,7.0,110.0,덕카페,,3110327,59.78841819820293,132.0,4.645,23290844.411573533
MA0101202209A0073736,1117011000,56.0,2.0,앙꼬,,3110069,77.94047622744915,300.0,4.6,275710970.9295226
MA0101202308A0065389,1168010600,967.0,3.0,이롬플러스카페로쥬강남,,3120223,474.4955784677579,0.0,4.0,106049450.96416092
MA010120220812935546,1117010400,59.0,8.0,헤브어트리,,3110075,215.87420497748502,395.0,4.7,398272092.5157787
MA010120220800786782,1165010600,11.0,3.0,해피모아,,3120178,226.20870617751007,3.0,4.775,103816244.3992178
MA0101202406A0471005,1111014800,140.0,10.0,목음당,,3120007,457.0088368267217,0.0,,368447348.8316251
MA0101202406A0306379,1120011500,271.0,18.0,리오커피,,3110136,66.70486317190796,10.0,5.0,33858083.19806499
MA010120220813374302,1171010400,10.0,1.0,에프엘그릭,,3111013,96.87180412055228,0.0,,28261919.120730408
MA0101202409A0000987,1171010400,10.0,1.0,마이리틀벌스데이,,3111013,96.87180412055228,77.0,5.0,33620269.21163575
MA010120220808479506,1111011200,136.0,,해그스,,3120002,77.19217958658797,0.0,,146096152.40750548
MA0101202302A0070985,1144012400,487.0,257.0,멜롭스,,3110558,104.44725022661434,6.0,5.0,32222770.21562987
MA0101202301A0000569,1120011500,280.0,45.0,퓨엘커피,,3110137,91.30145179275699,15.0,4.805,104280069.94335678
MA010120220800022739,1144012000,479.0,4.0,더블하모니,,3110554,275.9569046265662,0.0,,33281626.614644334
MA0101202406A0102764,1162010200,255.0,13.0,플러스82관악남부점,,3110881,107.501156885775,0.0,,77822927.73654479
MA0101202411A0061643,1121510200,279.0,8.0,스트레이트커피,,3120055,72.46322122272072,4.0,5.0,39425636.09672821
MA0106202406A2464798,1121510700,5.0,45.0,스타벅스,건국대,3120053,247.10445589125882,133.0,4.04,315909950.01370704
MA0101202303A0002011,1121510500,58.0,13.0,옐로브릭로드,,3110139,60.696701822863346,5.0,5.0,
MA010120220808076329,1123010400,150.0,4.0,해머스미스커피,서울시립대점,3110210,175.68955155587312,152.0,3.7,421490723.44186044
