상가업소번호,상호명,지점명,TRDAR_CD,법정동코드,지번본번지,지번부번지,건물관리번호,지번,고유번호,연면적,건축물면적(㎡),커버건축물면적,커버연면적
MA010120220800210803,손탁,,3120102,1144012000,446,36,1144012000104460036024819,446-36,1.14401200010446e+18,654.8,132.08,132.08,654.8
MA010120220803663595,이디야,,3110237,1126010200,130,99,1126010200101300099014648,130-99,1.1260102001013001e+18,1595.64,244.06,244.06,1595.64
MA010120220813511179,투올더드리머스,,3120186,1168010700,521,2,1168010700105210002011678,521-2,1.16801070010521e+18,1014.96,177.41,177.41,1014.96
MA0101202406A0416822,통로,,3110490,1138010200,117,64,1138010200101170064043414,117-64,1.13801020010117e+18,337.72,76.96,76.96,337.72
MA010120220807437197,모나드커피로스터스,,3110753,1154510300,911,6,1154510300109110006000747,911-6,1.15451030010911e+18,238.97,93.85,93.85,238.97
MA010120220808764795,로제또,,3120072,1129011700,135,13,1129011700101350013045259,135-13,1.12901170010135e+18,39.67,0.0,0.0,39.67
MA0101202406A0376511,스멜팅커피,문래점,3110759,1156012200,11,20,1156012200100110020022495,11-20,,,,,
MA010120220806721045,더벤티논현역점,,3120185,1165010600,40,9,1165010600100400009019525,40-9,1.1650106001004e+18,1145.39,371.67,371.67,1145.39
MA0101202302A0062281,컴포즈커피한남순천향점,,3120047,1117013100,636,7,1117013100106360007006114,636-7,1.11701310010636e+18,402.0,113.06,113.06,402.0
MA010120220811378259,서초구립느티나무쉼터늘봄카페,4호점,3110939,1165010200,7,32,1165010200100070032005090,7-32,1.1650102001000701e+18,141.48,70.74,70.74,141.48
MA010120220807718430,카페하루,,3110429,1135010300,569,1,1135010300105690001015818,569-1,1.13501030010569e+18,624.08,124.89,124.89,624.08
MA010120220813223669,제이엠,,3110129,1120011400,13,189,1120011400100130189000001,13-189,1.1200114001001302e+18,0.0,0.0,0.0,0.0
MA010120220812993597,스테어웨이투헤븐,,3120024,1114011200,205,81,1114011200102050081000001,205-81,1.11401120010205e+18,81.24,0.0,0.0,81.24
MA0101202212A0024451,테미즈,,3111013,1171010400,58,14,1171010400100580014012273,58-14,,,,,
MA0101202406A0054214,벨라카페,,3120065,1123010900,267,9,1123010900102670009009729,267-9,1.12301090010267e+18,8487.83,1086.42,1086.42,8487.83
MA010120220808373437,풀내음,,3110337,1130510300,535,55,1130510300105350055000275,535-55,1.13051030010535e+18,355.83,74.71,74.71,355.83
MA010120220807019534,커피나무,방배역점,3120166,1165010100,913,19,1165010100109130019015084,913-19,1.16501010010913e+18,605.38,130.57,130.57,605.38
MA010120220801041760,프레세르커피로스터스,,3120217,1168010600,955,25,1168010600109550025027629,955-25,1.16801060010955e+18,731.25,153.33,153.33,731.25
MA010120220804328702,위드커피,,3110836,1159010300,645,3,1159010300106450003029195,645-3,1.15901030010645e+18,639.69,135.27,135.27,639.69
MA0101202406A0003303,빙동댕강남,논현점,3120196,1168010800,114,19,1168010800101140019006004,114-19,1.16801080010114e+18,441.96,88.44,88.44,441.96
MA010120220814330876,발루토,,3120158,1162010200,1524,5,1162010200115240005005433,1524-5,1.16201020011524e+18,512.08,0.0,0.0,512.08
MA010120220810052113,로스팅마스터즈,공덕점,3110576,1144010900,159,2,1144010900101590002006571,159-2,1.14401090010159e+18,94.71,42.58,42.58,94.71
MA010120220804608088,커피에스페란토,,3120179,1168011800,954,23,1168011800109540023000815,954-23,1.16801180010954e+18,689.85,155.9,155.9,689.85
MA0101202310A0041606,카인들리,,3110541,1144012300,426,15,1144012300104260015014495,426-15,1.14401230010426e+18,403.0,100.75,100.75,403.0
MA010120220808664452,메누카,,3111089,1174010300,309,2,1174010300103090002000001,309-2,1.17401030010309e+18,922.23,228.97,228.97,922.23
MA0101202305A0064237,컴포즈커피,대치은마점,3120219,1168010600,990,0,1168010600109900000013808,990,1.1680106001099e+18,6065.13,1288.34,429.44666666666666,2021.71
MA010120220814175936,대치동꽈배기,,3120219,1168010600,990,0,1168010600109900000013808,990,1.1680106001099e+18,6065.13,1288.34,429.44666666666666,2021.71
MA0101202308A0054863,몬스터차저,,3120219,1168010600,990,0,1168010600109900000013808,990,1.1680106001099e+18,6065.13,1288.34,429.44666666666666,2021.71
MA010120220811962918,부라더스,,3110346,1130510400,71,5,1130510400100710005005580,71-5,1.13051040010071e+18,95.37,31.79,31.79,95.37
MA010120220804682777,코코버블티,명동점,3120028,1114012600,42,1,1114012600100420001019476,42-1,1.11401260010042e+18,49.59,0.0,0.0,49.59
MA010120220808249696,디저트39군자점,,3120055,1121510900,473,1,1121510900104730001019731,473-1,,,,,
MA010120220813358893,할리스커피수유,사거리점,3120076,1130510200,446,7,1130510200104460007016108,446-7,1.13051020010446e+18,444.85,76.29,76.29,444.85
MA0101202309A0080460,디알씨홍대,,3120103,1144012000,361,23,1144012000103610023010292,361-23,1.14401200010361e+18,527.47,258.74,258.74,527.47
MA0101202305A0150275,칠린커피,,3120139,1156013300,680,1,1156013300106800001002118,680-1,1.1560133001068e+18,946.32,163.8,163.8,946.32
MA010120220809950024,차눙등촌,본점,3110671,1150010200,630,7,1150010200106300007029597,630-7,1.1500102001063e+18,785.88,203.27,203.27,785.88
MA0101202306A0043007,대단한싹제빵소,,3120075,1129013600,13,7,1129013600100130007016962,13-7,1.12901360010013e+18,1598.4,235.3,235.3,1598.4
MA010120220812325262,시스터,,3110873,1162010100,971,4,1162010100109710004037421,971-4,,,,,
MA010120220813522085,꼬숨커피,,3110850,1159010700,1029,24,1159010700110290024010319,1029-24,1.15901070011029e+18,261.43,105.79,105.79,261.43
MA010120220810021566,단과자,,3110134,1120011500,269,133,1120011500102690133006390,269-133,1.1200115001026902e+18,127.44,0.0,0.0,127.44
MA0101202212A0010681,달리는커피독산,1호점,3110730,1154510200,1009,74,1154510200110090074013401,1009-74,1.15451020011009e+18,951.41,241.66,241.66,951.41
MA010120220805529302,메가엠지씨커피배봉,사거리점,3110227,1123010600,111,8,1123010600101110007014617,111-8,1.12301060010111e+18,1800.46,0.0,0.0,1800.46
MA010120220812236882,매머드익스프레스,사당점,3120160,1162010300,1061,59,1162010300110610059023719,1061-59,1.1620103001106102e+18,185.73,51.39,51.39,185.73
MA0106202205A1179555,투썸플레이스영등포역점,,3120145,1156010400,10,12,1156010400100100012035826,10-12,1.1560104001001e+18,786.97,229.99,229.99,786.97
MA0106202406A2465430,스타벅스,신설동역,3120062,1123010100,76,10,,76-10,1.12301010010076e+18,8937.88,493.09,493.09,8937.88
MA0106202201A0153515,커피빈학동역점,코리아,3120191,1168010800,88,9,1168010800100880009006633,88-9,1.1680108001008801e+18,2225.27,,,2225.27
MA010120220808195064,빌리엔젤,,3120235,1171010800,641,3,1171010800101910008000001,641-3,,,,,
MA010120220810039012,카페봉,,3110362,1130510300,723,13,1130510300107230013009699,723-13,1.13051030010723e+18,654.16,163.54,163.54,654.16
MA010120220800963813,잉크커피,,3120129,1153010200,222,12,1153010200102220012026811,222-12,1.15301020010222e+18,74101.84,4731.76,4731.76,74101.84
MA010120220813291328,매머드익스프레스매봉역점,,3120205,1168011800,419,0,1168011800104190000000864,419,1.16801180010419e+18,973.06,151.6,151.6,973.06
MA010120220807758148,매머드익스프레스포스코,사거리점,3120215,1168010600,942,18,1168010600109420018012187,942-18,1.16801060010942e+18,3783.39,251.47,251.47,3783.39
MA0106202406A2464905,스타벅스,신촌오거리,3120094,1144011000,54,1,,54-1,1.14401100010054e+18,1184.82,186.43,186.43,1184.82
MA0101202210A0035614,40데이즈,,3110154,1121510500,611,32,1121510500106110032022648,611-32,1.1215105001061101e+18,305.82,87.31,87.31,305.82
MA010120220813717143,모코커피창고,,3110836,1159010300,366,4,1159010300103660004029263,366-4,1.15901030010366e+18,307.16,73.1,73.1,307.16
MA0101202406A0472312,컴포즈커피역삼,개나리점,3120206,1168010100,730,5,1168010100107300005023883,730-5,1.1680101001073e+18,1767.9,427.37,213.685,883.95
MA010120220809936954,메가엠지씨커피은평대림,시장점,3110469,1138010700,602,32,1138010700106020032001727,602-32,1.1380107001060201e+18,345.28,0.0,0.0,345.28
MA0101202301A0006215,더리터,당산역점,3120143,1156011600,289,2,1156011600102890002027295,289-2,1.15601160010289e+18,232.6,52.7,52.7,232.6
MA010120220808734583,날쌘카페길음점,,3110308,1129013400,1107,0,1129013400111070000054561,1107,1.12901340011107e+18,466.32,93.96,93.96,466.32
MA0106202406A2466085,스타벅스,GS타워,3120197,1168010100,679,0,,679,1.16801010010679e+18,141551.69,6780.98,3390.49,70775.845
MA010120220803903942,성북동350,,3110280,1129010100,350,0,1129010100103500000000001,350,1.1290101001035e+18,264.29,70.05,70.05,264.29
MA0101202406A0303753,다정커피숍,,3120156,1165010100,1459,0,1165010100114590000009340,1459,1.16501010011459e+18,458.01,126.87,126.87,458.01
MA0101202406A0104407,너드빈,,3111085,1174010200,509,9,1174010200105090009018267,509-9,1.17401020010509e+18,285.66,112.62,112.62,285.66
MA010120220813351485,후무,,3110762,1156012900,125,7,1156012900101250007019215,125-7,1.15601290010125e+18,239.47,76.73,76.73,239.47
MA0106202201A0153527,커피빈서초동점,,3120172,1165010800,1582,12,1165010800115820012000001,1582-12,1.16501080011582e+18,1414.94,177.77,177.77,1414.94
MA010120220806796945,참한커피,,3110455,1138010800,63,44,1138010800100630044015563,63-44,1.13801080010063e+18,120.5,0.0,0.0,120.5
MA010120220804234188,뉴욕핫도그앤커피,,3111046,1171011400,128,9,1171011400101280009020035,128-9,1.17101140010128e+18,897.32,233.26,233.26,897.32
MA010120220808405594,유포리아커피로스터스,,3110095,1117013100,684,32,1117013100106840032005903,684-32,1.11701310010684e+18,283.02,96.35,48.175,141.51
MA0106202201A0611329,피어커피로스터스,,3110095,1117013100,684,32,1117013100106840032005903,684-32,1.11701310010684e+18,283.02,96.35,48.175,141.51
MA010120220800661033,해피니스디저트,,3120053,1121510500,6,58,1121510500100060058014964,6-58,1.12151050010006e+18,677.45,207.04,207.04,677.45
MA010120220801614982,스윗헤르츠,,3120104,1144012400,260,31,1144012400102600031015824,260-31,1.1440124001026001e+18,251.84,75.24,75.24,251.84
MA010120220812173244,뚜또카페,,3110955,1168010800,176,23,1168010800101760023000001,176-23,1.16801080010176e+18,690.86,145.66,145.66,690.86
MA010120220812918355,이너모스트,,3120084,1135010300,494,4,1135010300104940004016127,494-4,1.13501030010494e+18,388.1,113.22,113.22,388.1
MA010120220808575778,향스더치커피카페,,3130183,1144012700,42,8,1144012700100420008028036,42-8,1.14401270010042e+18,259.95,71.04,71.04,259.95
MA0101202211A0079827,하치타치,,3110997,1168011400,636,13,1168011400106360013002139,636-13,1.16801140010636e+18,404.04,100.62,100.62,404.04
MA010120220800573074,카페도우,,3110452,1138010900,336,2,1138010900103360002013840,336-2,1.13801090010336e+18,841.23,176.6,176.6,841.23
MA010120220810364524,발아커피,,3110850,1159010700,1045,1,1159010700110450001010676,1045-1,1.15901070011045e+18,193.79,61.36,61.36,193.79
MA0101202406A0237051,곁,,3110167,1121510100,120,12,1121510100101200012002066,120-12,1.1215101001012e+18,492.24,103.68,103.68,492.24
MA010120220813235639,하루앤원데이,,3120052,1120011500,314,5,1120011500103140005000001,314-5,,,,,
MA010120220812012038,바빈스커피방화점,,3110638,1150010900,281,31,1150010900102810031003676,281-31,1.15001090010281e+18,146.11,81.98,81.98,146.11
MA010120220806844766,웰시커피,,3110654,1150010300,358,8,1150010300103580008029629,358-8,1.15001030010358e+18,407.17,163.64,163.64,407.17
MA0101202210A0012785,구스커피앤바,,3110544,1144012300,57,112,1144012300100570112028330,57-112,1.1440123001005701e+18,213.11,72.98,72.98,213.11
MA0101202303A0114513,에이유,강남점,3110971,1168010100,687,24,1168010100106870024021432,687-24,1.16801010010687e+18,803.78,240.68,240.68,803.78
MA0106202406A2465631,스타벅스,이대역,3120096,1141011200,45,8,,45-8,1.14101120010045e+18,3590.65,506.52,506.52,3590.65
MA0106202201A0010030,백억커피,본점,3110662,1150010300,341,16,1150010300103410016011823,341-16,1.15001030010341e+18,511.73,149.38,74.69,255.865
MA0101202310A0008865,백억커피,1호점,3110662,1150010300,341,16,1150010300103410016011823,341-16,1.15001030010341e+18,511.73,149.38,74.69,255.865
MA0101202406A0203466,카페무히,,3110850,1159010700,1020,16,1159010700110200016010764,1020-16,1.1590107001102e+18,371.72,101.65,101.65,371.72
MA010120220806397810,가배유정,,3111013,1171010400,51,3,1171010400100510003012216,51-3,1.17101040010051e+18,427.86,0.0,0.0,427.86
MA010120220804546396,시너지커피,2호점,3110828,1159010100,28,8,1159010100100280008030171,28-8,1.15901010010028e+18,821.0,167.27,167.27,821.0
MA010120220808518411,레인보우커피,,3110400,1132010500,714,16,1132010500107140016006421,714-16,1.13201050010714e+18,164.13,54.71,54.71,164.13
MA0101202303A0010028,메가엠지씨커피길동복조리,시장점,3111078,1174010500,345,9,1174010500103450009002392,345-9,1.17401050010345e+18,1334.16,171.57,171.57,1334.16
MA010120220800201324,대흥다방,,3110578,1144010800,150,1,1144010800101500001005190,150-1,1.1440108001015e+18,284.63,53.96,53.96,284.63
MA0101202406A0565989,해담이엔티비온아넥스,,3120104,1144012100,204,2,1144012100102040002012129,204-2,,,,,
MA010120220803116826,바른플레이스,,3120222,1168010600,945,27,1168010600109450027000001,945-27,1.16801060010945e+18,11257.62,546.31,546.31,11257.62
MA0101202411A0070254,주기율,,3120207,1168010800,278,5,1168010800102780005007930,278-5,1.16801080010278e+18,1064.82,209.93,104.965,532.41
MA0101202406A0408327,주기율,,3120207,1168010800,278,5,1168010800102780005007930,278-5,1.16801080010278e+18,1064.82,209.93,104.965,532.41
MA010120220811810724,러브잇러브앳,,3110242,1126010100,194,12,1126010100101940012000001,194-12,,,,,
MA0101202411A0073579,커피사피엔스천호역점,,3120243,1174010800,610,0,1174010800100480006004786,610,,,,,
MA0101202303A0098459,오르트하우스,,3110571,1144011100,445,6,1144011100104450006020099,445-6,1.14401110010445e+18,458.93,104.85,104.85,458.93
MA010120220800038884,이미,,3120008,1111013600,194,27,1111013600101940027032717,194-27,1.11101360010194e+18,24359.04,1434.83,1434.83,24359.04
MA010120220811895314,리퍼블릭,,3120190,1168010700,588,0,1168010700105880000012034,588,1.16801070010588e+18,2096.16,319.71,319.71,2096.16
MA0101202212A0063765,큰산바다,,3120119,1150010500,723,2,1150010400114530002010597,723-2,1.15001050010723e+18,6421.48,623.37,623.37,6421.48
MA010120220808355641,헬라스커피,,3120021,1114016600,90,0,1114016600100900000022434,90,1.1140166001009e+18,2768.68,0.0,0.0,1384.34
MA0106202209A1070129,바나프레소서소문로점,,3120021,1114016600,90,0,1114016600100900000022434,90,1.1140166001009e+18,2768.68,0.0,0.0,1384.34
MA010120220806801913,넉넉커피,,3110327,1129013800,66,311,1129013800100660311011100,66-311,1.1290138001006604e+18,640.43,0.0,0.0,640.43
MA010120220808382171,홍콩다방,파르나스몰점,3120222,1168010500,159,8,1168010500101590008016735,159-8,1.16801050010159e+18,138776.47,7859.04,1309.84,23129.411666666667
MA0106202201A0153463,커피빈코리아CBTL,파르나스몰점,3120222,1168010500,159,8,1168010500101590008016735,159-8,1.16801050010159e+18,138776.47,7859.04,1309.84,23129.411666666667
MA0106202411A0148737,커피빈CBTL파르나스몰,코리아,3120222,1168010500,159,8,1168010500101590008016735,159-8,1.16801050010159e+18,138776.47,7859.04,1309.84,23129.411666666667
MA0106202410A0148655,커피빈코엑스웨스턴서울점,코리아,3120222,1168010500,159,8,1168010500101590008016735,159-8,1.16801050010159e+18,138776.47,7859.04,1309.84,23129.411666666667
MA0106202305A0215680,포스톤즈삼성,파르나스몰점,3120222,1168010500,159,8,1168010500101590008016735,159-8,1.16801050010159e+18,138776.47,7859.04,1309.84,23129.411666666667
MA0106202301A0151628,커피빈코엑스인터점,코리아,3120222,1168010500,159,8,1168010500101590008016735,159-8,1.16801050010159e+18,138776.47,7859.04,1309.84,23129.411666666667
MA0101202307A0004561,커피정립삼성,중앙점,3120213,1168010500,51,3,1168010500100510003015847,51-3,1.16801050010051e+18,673.2,120.7,60.35,336.6
MA010120220806915505,커피정립삼성,중앙점,3120213,1168010500,51,3,1168010500100510003015847,51-3,1.16801050010051e+18,673.2,120.7,60.35,336.6
MA010120220807162721,더로스팅체임버,,3110062,1117012800,40,594,1117012800100400594011522,40-594,1.1170128001004006e+18,82.31,82.31,82.31,82.31
MA0101202306A0019250,에스트에스트에스트,,3110544,1144012300,412,50,1144012300104120050014213,412-50,1.14401230010412e+18,216.73,60.16,60.16,216.73
MA0101202409A0125578,커피나인신사,,3120178,1168010700,511,20,1168010700105110020011953,511-20,1.16801070010511e+18,614.64,124.32,124.32,614.64
MA010120220803496171,이디야커피명동역점,,3120028,1114012400,25,50,1114012400100250050020002,25-50,1.1140124001002501e+18,603.75,0.0,0.0,603.75
MA010120220806650824,카페트리니티블랙,,3120131,1154510100,429,1,1154510100104290001000001,429-1,1.15451010010429e+18,48864.37,3963.36,1321.1200000000001,16288.123333333335
MA0101202307A0066628,메이크비,,3120131,1154510100,429,1,1154510100104290001000001,429-1,1.15451010010429e+18,48864.37,3963.36,1321.1200000000001,16288.123333333335
MA010120220806591351,빈웍스가산,2호점,3120131,1154510100,429,1,1154510100104290001000001,429-1,1.15451010010429e+18,48864.37,3963.36,1321.1200000000001,16288.123333333335
MA0106202204A1983088,과일에반하다프루타길음점,,3110308,1129013400,1141,0,1129013400111410000023910,1141,1.12901340011141e+18,2574.5,398.97,132.99,858.1666666666666
